name,display_name,version,category,technical_category,author,summary,description,depends,auto_install,installable,application,path,manifest_file
sale_mrp,Sales and MRP Management,1.0,Third-Party,Hidden,Unknown,,"
This module provides facility to the user to install mrp and sales modulesat a time.
====================================================================================

It is basically used when we","mrp, sale_stock",True,True,False,addons/sale_mrp,__manifest__.py
mass_mailing,Email Marketing,2.5,Third-Party,Marketing/Email Marketing,Unknown,"Design, send and track emails",,"contacts, mail, utm, link_tracker, web_editor, web_kanban_gauge, social_media, web_tour, digest",False,True,True,addons/mass_mailing,__manifest__.py
project_timesheet_holidays,Timesheet when on Time Off,1.0,Third-Party,Human Resources,Unknown,Schedule timesheet when on time off,"
Bridge module to integrate leaves in timesheet
================================================

This module allows to automatically log timesheets when employees are
on leaves. Project and task can ","hr_timesheet, hr_holidays",True,True,False,addons/project_timesheet_holidays,__manifest__.py
l10n_dk,Denmark - Accounting,1.0,Core,Accounting/Localizations/Account Charts,"Odoo House ApS, VK DATA ApS",,"

Localization Module for Denmark
===============================

This is the module to manage the **accounting chart for Denmark**. Cover both one-man business as well as I/S, IVS, ApS and A/S

**Mo","account, base_iban, base_vat",False,True,False,addons/l10n_dk,__manifest__.py
l10n_pl,Poland - Accounting,2.0,Third-Party,Accounting/Localizations/Account Charts,Grzegorz Grzelak (OpenGLOBE),,"
This is the module to manage the accounting chart and taxes for Poland in Odoo.
==================================================================================

To jest moduł do tworzenia wzorcowe","account, base_iban, base_vat",False,True,False,addons/l10n_pl,__manifest__.py
website_sale,eCommerce,1.1,Third-Party,Website/Website,Unknown,Sell your products online,,"website, sale, website_payment, website_mail, portal_rating, digest",False,True,True,addons/website_sale,__manifest__.py
website_sale_comparison_wishlist,Product Availability Notifications,15.0.1.0.0,Third-Party,Website/Website,Unknown,Bridge module for Website sale comparison and wishlist,"
It allows for comparing products from the wishlist
    ","website_sale_comparison, website_sale_wishlist",True,True,False,addons/website_sale_comparison_wishlist,__manifest__.py
fetchmail,Email Gateway,1.0,Third-Party,Hidden/Tools,Unknown,,"
Retrieve incoming email on POP/IMAP servers.
============================================

Enter the parameters of your POP/IMAP account(s), and any incoming emails on
these accounts will be automati",mail,True,True,False,addons/fetchmail,__manifest__.py
hr_fleet,Fleet History,1.0,Third-Party,Human Resources,Unknown,Get history of driven cars by employees,,"hr, fleet",True,True,False,addons/hr_fleet,__manifest__.py
base_address_city,City Addresses,15.0.1.0.0,Third-Party,Hidden/Tools,Unknown,Add a many2one field city on addresses,"
City Management in Addresses
============================

This module allows to enforce users to choose the city of a partner inside a given list instead of a free text field.
        ",base,False,True,False,addons/base_address_city,__manifest__.py
mrp_subcontracting,mrp_subcontracting,0.1,Third-Party,Manufacturing/Manufacturing,Unknown,Subcontract Productions,,mrp,False,True,False,addons/mrp_subcontracting,__manifest__.py
test_website_modules,Website Modules Test,1.0,Third-Party,Hidden,Unknown,,"This module contains tests related to website modules.
It allows to test website business code when another website module is
installed.","theme_default, website, website_blog, website_event_sale, website_slides",False,True,False,addons/test_website_modules,__manifest__.py
pos_sale_margin,pos_sale_margin,1.1,Third-Party,Hidden,Unknown,Link module between Point of Sale and Sales Margin,"

This module adds enable you to view the margin of your Point of Sale orders in the Sales Margin report.
","pos_sale, sale_margin",True,True,False,addons/pos_sale_margin,__manifest__.py
l10n_au,Australian - Accounting,1.1,Third-Party,Accounting/Localizations/Account Charts,Richard deMeester - Willow IT,,"
Australian Accounting Module
============================

Australian accounting basic charts and localizations.

Also:
    - activates a number of regional currencies.
    - sets up Australian taxes",account,False,True,False,addons/l10n_au,__manifest__.py
l10n_it_edi,Italy - E-invoicing,0.3,Core,Accounting/Localizations/EDI,Odoo,,"
E-invoice implementation
    ","l10n_it, fetchmail, account_edi",False,True,False,addons/l10n_it_edi,__manifest__.py
mail_bot_hr,mail_bot_hr,1.0,Third-Party,Productivity/Discuss,Unknown,Bridge module between hr and mailbot.,This module adds the OdooBot state and notifications in the user form modified by hr.,"mail_bot, hr",True,True,False,addons/mail_bot_hr,__manifest__.py
hr_contract,Employee Contracts,1.0,Third-Party,Human Resources/Contracts,Unknown,,"
Add all information on the employee form to manage contracts.
=============================================================

    * Contract
    * Place of Birth,
    * Medical Examination Date
    * ",hr,False,True,True,addons/hr_contract,__manifest__.py
payment_paypal,Paypal Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: Paypal Implementation,Paypal Payment Acquirer,payment,False,True,True,addons/payment_paypal,__manifest__.py
l10n_jp,Japan - Accounting,2.2,Third-Party,Accounting/Localizations/Account Charts,Quartile Limited,,"

Overview:
---------

* Chart of Accounts and Taxes template for companies in Japan.
* This probably does not cover all the necessary accounts for a company. You are expected to add/delete/modify acc",account,False,True,False,addons/l10n_jp,__manifest__.py
sale_timesheet_margin,Service Margins in Sales Orders,1.0,Third-Party,Hidden,Unknown,Bridge module between Sales Margin and Sales Timesheet,"
Allows to compute accurate margin for Service sales.
======================================================
","sale_margin, sale_timesheet",True,True,False,addons/sale_timesheet_margin,__manifest__.py
base_address_extended,Extended Addresses,15.0.1.0.0,Third-Party,Hidden,Unknown,Add extra fields on addresses,"
Extended Addresses Management
=============================

This module holds all extra fields one may need to manage accurately addresses.

For example, in legal reports, some countries need to spl",base,False,True,False,addons/base_address_extended,__manifest__.py
fetchmail_outlook,Fetchmail Outlook,1.0,Third-Party,Hidden,Unknown,,OAuth authentication for incoming Outlook mail server,"microsoft_outlook, fetchmail",True,True,False,addons/fetchmail_outlook,__manifest__.py
snailmail,Snail Mail,0.3,Third-Party,Hidden/Tools,Unknown,,"
Allows users to send documents by post
=====================================================
        ","iap_mail, mail",True,True,False,addons/snailmail,__manifest__.py
website_event_track,Advanced Events,1.3,Third-Party,Marketing,Unknown,"Sponsors, Tracks, Agenda, Event News",,website_event,False,True,False,addons/website_event_track,__manifest__.py
l10n_in_edi_ewaybill,Indian - E-waybill,1.03.00,Third-Party,Accounting/Localizations/EDI,Unknown,,"
Indian - E-waybill
====================================
To submit E-waybill through API to the government.
We use ""Tera Software Limited"" as GSP

Step 1: First you need to create an API username and ",l10n_in_edi,False,True,False,addons/l10n_in_edi_ewaybill,__manifest__.py
l10n_my,Malaysia - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo PS,,"
This is the base module to manage the accounting chart for Malaysia in Odoo.
==============================================================================
    ","account, l10n_multilang",False,True,False,addons/l10n_my,__manifest__.py
l10n_hk,Hong Kong - Accounting,1.0,Core,Accounting/Localizations/Account Charts,Odoo SA,, This is the base module to manage chart of accounting and localization for Hong Kong ,account,False,True,False,addons/l10n_hk,__manifest__.py
mrp_subcontracting_purchase,Purchase and Subcontracting Management,0.1,Third-Party,Manufacturing/Purchase,Unknown,,"
        This bridge module adds some smart buttons between Purchase and Subcontracting
    ","mrp_subcontracting, purchase_mrp",True,True,False,addons/mrp_subcontracting_purchase,__manifest__.py
l10n_fr_fec,France - FEC Export,15.0.1.0.0,Core,Accounting/Localizations/Reporting,"Akretion,Odoo Community Association (OCA)",Fichier d'Échange Informatisé (FEC) for France,,"l10n_fr, account",True,True,False,addons/l10n_fr_fec,__manifest__.py
google_spreadsheet,Google Spreadsheet,1.0,Third-Party,Hidden/Tools,Unknown,,"
The module adds the possibility to display data from Odoo in Google Spreadsheets in real time.
=================================================================================================
",google_drive,False,True,False,addons/google_spreadsheet,__manifest__.py
stock,Inventory,1.1,Third-Party,Inventory/Inventory,Unknown,Manage your stock and logistics activities,,"product, barcodes, digest",False,True,True,addons/stock,__manifest__.py
http_routing,Web Routing,15.0.1.0.0,Third-Party,Hidden,Unknown,Web Routing,"
Proposes advanced routing options not available in web or base to keep
base modules simple.
",web,False,True,False,addons/http_routing,__manifest__.py
l10n_lt,Lithuania - Accounting,1.0.0,Third-Party,Accounting/Localizations/Account Charts,Focusate,,"
        Chart of Accounts (COA) Template for Lithuania's Accounting.

        This module also includes:

        * List of available banks in Lithuania.
        * Tax groups.
        * Most common L",l10n_multilang,False,True,False,addons/l10n_lt,__manifest__.py
sale_sms,Sale - SMS,1.0,Third-Party,Hidden,Unknown,Ease SMS integration with sales capabilities,Ease SMS integration with sales capabilities,"sale, sms",True,True,False,addons/sale_sms,__manifest__.py
board,Dashboards,1.0,Third-Party,Productivity,Unknown,Build your own dashboards,"
Lets the user create a custom dashboard.
========================================

Allows users to create custom dashboard.
    ","base, web",False,True,True,addons/board,__manifest__.py
l10n_sa_invoice,Saudi Arabia - Invoice,1.0.0,Core,Accounting/Localizations,Odoo S.A.,,"
    Invoices for the Kingdom of Saudi Arabia
","l10n_sa, l10n_gcc_invoice",False,True,False,addons/l10n_sa_invoice,__manifest__.py
website_event_booth_exhibitor,Booths/Exhibitors Bridge,1.0,Third-Party,Marketing/Events,Unknown,"Event Booths, automatically create a sponsor.","
Automatically create a sponsor when renting a booth.
    ","website_event_exhibitor, website_event_booth",True,True,False,addons/website_event_booth_exhibitor,__manifest__.py
web_editor,Web Editor,15.0.1.0.0,Third-Party,Hidden,Unknown,,"
Odoo Web Editor widget.
==========================

",web,True,True,False,addons/web_editor,__manifest__.py
l10n_hn,Honduras - Accounting,0.2,Third-Party,Accounting/Localizations/Account Charts,Salvatore Josue Trimarchi Pinto,,"
This is the base module to manage the accounting chart for Honduras.
====================================================================

Agrega una nomenclatura contable para Honduras. También incl","base, account",False,True,False,addons/l10n_hn,__manifest__.py
auth_totp,Two-Factor Authentication (TOTP),15.0.1.0.0,Third-Party,Extra Tools,Unknown,,"
Two-Factor Authentication (TOTP)
================================
Allows users to configure two-factor authentication on their user account
for extra security, using time-based one-time passwords (TO",web,True,True,False,addons/auth_totp,__manifest__.py
mrp_subcontracting_dropshipping,Dropship and Subcontracting Management,0.1,Third-Party,Inventory/Purchase,Unknown,,"
        This bridge module allows to manage subcontracting with the dropshipping module.
    ","mrp_subcontracting, stock_dropshipping",True,True,False,addons/mrp_subcontracting_dropshipping,__manifest__.py
sale_product_configurator,Sale Product Configurator,1.0,Third-Party,Hidden,Unknown,Configure your products,"
Technical module installed when the user checks the ""module_sale_product_configurator"" setting.
The main purpose is to override the sale_order view to allow configuring products in the SO form.

It a",sale,False,True,False,addons/sale_product_configurator,__manifest__.py
sale,Sales,1.2,Third-Party,Sales/Sales,Unknown,Sales internal machinery,"
This module contains all the common features of Sales Management and eCommerce.
    ","sales_team, payment, portal, utm",False,True,False,addons/sale,__manifest__.py
payment_payulatam,PayuLatam Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: PayuLatam Implementation,Payulatam payment acquirer,payment,False,True,True,addons/payment_payulatam,__manifest__.py
hr_recruitment_survey,Hr Recruitment Interview Forms,1.0,Third-Party,Human Resources,Unknown,Surveys,"
        Use interview forms during recruitment process.
        This module is integrated with the survey module
        to allow you to define interviews for different jobs.
    ","survey, hr_recruitment",False,True,False,addons/hr_recruitment_survey,__manifest__.py
base_automation,Automated Action Rules,1.0,Third-Party,Sales/Sales,Unknown,,"
This module allows to implement action rules for any object.
============================================================

Use automated actions to automatically trigger actions for various screens.
","base, resource, mail",False,True,False,addons/base_automation,__manifest__.py
event_booth,Events Booths,1.0,Third-Party,Marketing/Events,Unknown,Manage event booths,"
Create booths for your favorite event.
    ",event,False,True,False,addons/event_booth,__manifest__.py
hr_recruitment,Recruitment,1.1,Third-Party,Human Resources/Recruitment,Unknown,Track your recruitment pipeline,,"hr, calendar, fetchmail, utm, attachment_indexation, web_tour, digest",False,True,True,addons/hr_recruitment,__manifest__.py
website_crm,Contact Form,2.1,Third-Party,Website/Website,Unknown,Generate leads from a contact form,"
Add capability to your website forms to generate leads or opportunities in the CRM app.
Forms has to be customized inside the *Website Builder* in order to generate leads.

This module includes conta","website, crm",True,True,False,addons/website_crm,__manifest__.py
website_sale_comparison,Product Comparison,1.0,Core,Website/Website,Odoo SA,Allow shoppers to compare products based on their attributes,"
This module adds a comparison tool to your eCommerce shop, so that your shoppers can easily compare products based on their attributes. It will considerably accelerate their purchasing decision.

To ",website_sale,False,True,False,addons/website_sale_comparison,__manifest__.py
test_xlsx_export,test xlsx export,0.1,Third-Party,Hidden/Tests,Unknown,,A module to test xlsx export.,"web, test_mail",False,True,False,addons/test_xlsx_export,__manifest__.py
web,Web,1.0,Third-Party,Hidden,Unknown,,"
Odoo Web core module.
========================

This module provides the core of the Odoo Web Client.
",base,True,True,False,addons/web,__manifest__.py
website_sale_digital,Digital Products,0.1,Third-Party,Website/Website,Unknown,Sell digital products in your eCommerce store,"
Sell e-goods in your eCommerce store (e.g. webinars, articles, e-books, video tutorials).
To do so, create the product and attach the file to share via the *Files* button of the product form.
Once th","attachment_indexation, website_sale",False,True,False,addons/website_sale_digital,__manifest__.py
account_tax_python,Define Taxes as Python Code,1.0,Third-Party,Accounting/Accounting,Unknown,Use python code to define taxes,"
A tax defined as python code consists of two snippets of python code which are executed in a local environment containing data such as the unit price, product or partner.

""Applicable Code"" defines i",account,False,True,False,addons/account_tax_python,__manifest__.py
mass_mailing_sms,SMS Marketing,1.0,Third-Party,Marketing/Email Marketing,Unknown,"Design, send and track SMS",,"portal, mass_mailing, sms",False,True,True,addons/mass_mailing_sms,__manifest__.py
account_sale_timesheet,Account Sale Timesheet,1.0,Third-Party,Account/sale/timesheet,Unknown,Account sale timesheet,Bridge created to add the number of invoices linked to an AA to a project form,"account, sale_timesheet",True,True,False,addons/account_sale_timesheet,__manifest__.py
payment_test,Test Payment Acquirer,2.0,Third-Party,Hidden,Unknown,,"
This module adds a simple payment acquirer allowing to make test payments.
It should never be used in production environment. Make sure to disable it before going live.
",payment,False,True,False,addons/payment_test,__manifest__.py
google_gmail,Google Gmail,1.0,Third-Party,Hidden,Unknown,,Gmail support for incoming / outgoing mail servers,"mail, google_account",True,True,False,addons/google_gmail,__manifest__.py
website_event_exhibitor,Event Exhibitors,1.1,Third-Party,Marketing/Events,Unknown,Event: manage sponsors and exhibitors,,"website_event, website_jitsi",False,True,False,addons/website_event_exhibitor,__manifest__.py
l10n_et,Ethiopia - Accounting,2.0,Third-Party,Accounting/Localizations/Account Charts,Michael Telahun Makonnen <mmakonnen@gmail.com>,,"
Base Module for Ethiopian Localization
======================================

This is the latest Ethiopian Odoo localization and consists of:
    - Chart of Accounts
    - VAT tax structure
    - Wi",account,False,True,False,addons/l10n_et,__manifest__.py
account_debit_note,Debit Notes,1.0,Third-Party,Accounting/Accounting,Unknown,Debit Notes,"
In a lot of countries, a debit note is used as an increase of the amounts of an existing invoice 
or in some specific cases to cancel a credit note. 
It is like a regular invoice, but we need to keep",account,False,True,False,addons/account_debit_note,__manifest__.py
website_sale_stock_wishlist,Product Availability Notifications,15.0.1.0.0,Third-Party,Website/Website,Unknown,Notify the user when a product is back in stock,"
Allow the user to select if he wants to receive email notifications when a product of his wishlist gets back in stock.
    ","website_sale_stock, website_sale_wishlist",True,True,False,addons/website_sale_stock_wishlist,__manifest__.py
pos_mercury,Vantiv Payment Services,1.0,Third-Party,Sales/Point of Sale,Unknown,Credit card support for Point Of Sale,"
Allow credit card POS payments
==============================

This module allows customers to pay for their orders with credit
cards. The transactions are processed by Vantiv (developed by Wells
Far","web, barcodes, point_of_sale",False,True,False,addons/pos_mercury,__manifest__.py
payment_stripe,Stripe Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: Stripe Implementation,Stripe Payment Acquirer,payment,False,True,True,addons/payment_stripe,__manifest__.py
mass_mailing_event_track_sms,Track Speakers SMS Marketing,1.0,Third-Party,Hidden,Unknown,,"
SMS Marketing on event track speakers
=====================================

Bridge module adding UX requirements to ease SMS marketing on event track
speakers..
        ","mass_mailing, mass_mailing_sms, sms, website_event_track",True,True,False,addons/mass_mailing_event_track_sms,__manifest__.py
google_calendar,Google Calendar,1.0,Third-Party,Productivity,Unknown,,,"google_account, calendar",False,True,False,addons/google_calendar,__manifest__.py
website_sale_delivery,eCommerce Delivery,1.0,Third-Party,Website/Website,Unknown,Add delivery costs to online sales,"
Add a selection of delivery methods to your eCommerce store.
Configure your own methods with a pricing grid or integrate with carriers for a fully automated shipping process.
    ","website_sale, delivery, website_sale_stock",True,True,False,addons/website_sale_delivery,__manifest__.py
google_account,Google Users,15.0.1.0.0,Third-Party,Hidden/Tools,Unknown,,"
The module adds google user in res user.
========================================
",base_setup,False,True,False,addons/google_account,__manifest__.py
l10n_dz,Algeria - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,Osis,,"
This is the module to manage the accounting chart for Algeria in Odoo.
======================================================================
This module applies to companies based in Algeria.
","account, l10n_multilang",False,True,False,addons/l10n_dz,__manifest__.py
rating,Customer Rating,1.0,Third-Party,Productivity,Unknown,,"
This module allows a customer to give rating.
",mail,False,True,False,addons/rating,__manifest__.py
l10n_in_sale_stock,India Sales and Warehouse Management,0.1,Core,Accounting/Localizations/Sale,Odoo,"
        Define default sales journal on the warehouse","
        Define default sales journal on the warehouse,
        help you to choose correct sales journal on the sales order when
        you change the warehouse.
        useful when you setup the mul","l10n_in_sale, l10n_in_stock",True,True,False,addons/l10n_in_sale_stock,__manifest__.py
crm_iap_enrich,Lead Enrichment,1.1,Third-Party,Sales/CRM,Unknown,Enrich Leads/Opportunities using email address domain,,"iap_crm, iap_mail",True,True,False,addons/crm_iap_enrich,__manifest__.py
l10n_id,Indonesian - Accounting,1.0,Third-Party,Accounting/Localizations/Account Charts,vitraining.com,,"
This is the latest Indonesian Odoo localisation necessary to run Odoo accounting for SMEs with:
=================================================================================================
    -","account, base_iban, base_vat, l10n_multilang",False,True,False,addons/l10n_id,__manifest__.py
account_edi_facturx,Import/Export invoices with Factur-X,1.0,Third-Party,Accounting/Accounting,Unknown,,"
    Support for invoice Export/Import in Factur-x format (1.0.04).
    ",account_edi,True,True,False,addons/account_edi_facturx,__manifest__.py
phone_validation,Phone Numbers Validation,2.1,Third-Party,Hidden,Unknown,Validate and format phone numbers,"
Phone Numbers Validation
========================

This module adds the feature of validation and formatting phone numbers
according to a destination country.

It also adds phone blacklist management","base, mail",True,True,False,addons/phone_validation,__manifest__.py
lunch,Lunch,1.0,Third-Party,Human Resources/Lunch,Unknown,Handle lunch orders of your employees,"
The base module to manage lunch.
================================

Many companies order sandwiches, pizzas and other, from usual vendors, for their employees to offer them more facilities.

However l",mail,False,True,True,addons/lunch,__manifest__.py
mass_mailing_crm_sms,Mass mailing sms on lead / opportunities,1.0,Third-Party,Hidden,Unknown,Add lead / opportunities info on mass mailing sms,Mass mailing sms on lead / opportunities,"mass_mailing_crm, mass_mailing_sms",True,True,False,addons/mass_mailing_crm_sms,__manifest__.py
pad,Collaborative Pads,2.0,Third-Party,Hidden/Tools,Unknown,,"
Adds enhanced support for (Ether)Pad attachments in the web client.
===================================================================

Lets the company customize which Pad installation should be us","web, base_setup",False,True,False,addons/pad,__manifest__.py
l10n_th,Thailand - Accounting,2.0,Third-Party,Accounting/Localizations/Account Charts,Almacom,,"
Chart of Accounts for Thailand.
===============================

Thai accounting chart and localization.
    ",account,False,True,False,addons/l10n_th,__manifest__.py
sale_timesheet,Sales Timesheet,15.0.1.0.0,Third-Party,Hidden,Unknown,Sell based on timesheets,"
Allows to sell timesheets in your sales order
=============================================

This module set the right product on all timesheet lines
according to the order/contract you work on. This","sale_project, hr_timesheet",True,True,False,addons/sale_timesheet,__manifest__.py
l10n_ve,Venezuela - Accounting,15.0.1.0.0,Third-Party,Accounting/Localizations/Account Charts,"['Odoo S.A.', 'Vauxoo']",,"
Chart of Account for Venezuela.
===============================

Venezuela doesn't have any chart of account by law, but the default
proposed in Odoo should comply with some Accepted best practices i",account,False,True,False,addons/l10n_ve,__manifest__.py
payment_authorize,Authorize.Net Payment Acquirer,2.0,Third-Party,Accounting/Payment Acquirers,Unknown,Payment Acquirer: Authorize.net Implementation,Authorize.Net Payment Acquirer,payment,False,True,True,addons/payment_authorize,__manifest__.py
website_sale_delivery_giftcard,Website Sale Delivery Giftcard,1.0,Third-Party,Website/Website,Unknown,,,"website_sale_delivery, website_sale_gift_card",True,True,False,addons/website_sale_delivery_giftcard,__manifest__.py
event_crm_sale,Event CRM Sale,1.0,Third-Party,Marketing/Events,Unknown,,Add information of sale order linked to the registration for the creation of the lead.,"event_crm, event_sale",True,True,False,addons/event_crm_sale,__manifest__.py
l10n_ar_website_sale,Argentinean eCommerce,1.0,Core,Accounting/Localizations/Website,"Odoo, ADHOC SA",,Be able to see Identification Type and AFIP Responsibility in ecommerce checkout form.,"website_sale, l10n_ar",True,True,False,addons/l10n_ar_website_sale,__manifest__.py
website_event_sale,Online Event Ticketing,15.0.1.0.0,Third-Party,Website/Website,Unknown,Sell event tickets online,"
Sell event tickets through eCommerce app.
    ","website_event, event_sale, website_sale",True,True,False,addons/website_event_sale,__manifest__.py
website_event_booth,Online Event Booths,1.0,Third-Party,Marketing/Events,Unknown,"Events, display your booths on your website","
Display your booths on your website for the users to register.
    ","website_event, event_booth",True,True,False,addons/website_event_booth,__manifest__.py
im_livechat_mail_bot,OdooBot for livechat,1.0,Third-Party,Productivity/Discuss,Unknown,Add livechat support for OdooBot,,"mail_bot, im_livechat",True,True,False,addons/im_livechat_mail_bot,__manifest__.py
l10n_it_stock_ddt,l10n_it_stock_ddt,0.1,Third-Party,Accounting/Localizations/EDI,Unknown,,"
Documento di Trasporto (DDT)

Whenever goods are transferred between A and B, the DDT serves
as a legitimation e.g. when the police would stop you. 

When you want to print an outgoing picking in an ","l10n_it_edi, delivery, stock_account",True,True,False,addons/l10n_it_stock_ddt,__manifest__.py
l10n_pa,Panama - Accounting,15.0.1.0.0,Third-Party,Accounting/Localizations/Account Charts,Cubic ERP,,"
Panamenian accounting chart and tax localization.

Plan contable panameño e impuestos de acuerdo a disposiciones vigentes

Con la Colaboración de
- AHMNET CORP http://www.ahmnet.com

    ",account,False,True,False,addons/l10n_pa,__manifest__.py
account_payment,Payment - Account,1.0,Third-Party,Accounting/Accounting,Unknown,Account and Payment Link and Portal,"Link Account and Payment and add Portal Payment

Provide tools for account-related payment as well as portal options to
enable payment.

 * UPDATE ME
",payment,False,True,False,addons/account_payment,__manifest__.py
website_sale_stock,Product Availability,15.0.1.0.0,Third-Party,Website/Website,Unknown,Manage product inventory & availability,"
Manage the inventory of your products and display their availability status in your eCommerce store.
In case of stockout, you can decide to block further sales or to keep selling.
A default behavior ","website_sale, sale_stock",True,True,False,addons/website_sale_stock,__manifest__.py
website_event,Events,1.4,Third-Party,Marketing/Events,Unknown,"Publish events, sell tickets",,"event, website, website_partner, website_mail",False,True,True,addons/website_event,__manifest__.py
l10n_br,Brazilian - Accounting,15.0.1.0.0,Core,Accounting/Localizations/Account Charts,"Akretion, Odoo Brasil",,"
Base module for the Brazilian localization
==========================================

This module consists of:

 - Generic Brazilian chart of accounts
 - Brazilian taxes such as:

        - IPI
    ",account,False,True,False,addons/l10n_br,__manifest__.py
product,Products & Pricelists,1.2,Third-Party,Sales/Sales,Unknown,,"
This is the base module for managing products and pricelists in Odoo.
========================================================================

Products support variants, different pricing methods, v","base, mail, uom",False,True,False,addons/product,__manifest__.py
website_event_booth_sale,Online Event Booth Sale,1.0,Third-Party,Marketing/Events,Unknown,"Events, sell your booths online","
Use the e-commerce to sell your event booths.
    ","event_booth_sale, website_event_booth, website_sale",True,True,False,addons/website_event_booth_sale,__manifest__.py
im_livechat,Live Chat,1.0,Third-Party,Website/Live Chat,Unknown,Chat with your website visitors,"
Live Chat Support
==========================

Allow to drop instant messaging widgets on any web page that will communicate
with the current server and dispatch visitors request amongst several live
","mail, rating, digest",False,True,True,addons/im_livechat,__manifest__.py
website_mass_mailing,Newsletter Subscribe Button,1.0,Third-Party,Website/Website,Unknown,Attract visitors to subscribe to mailing lists,"
This module brings a new building block with a mailing list widget to drop on any page of your website.
On a simple click, your visitors can subscribe to mailing lists managed in the Email Marketing ","website, mass_mailing, google_recaptcha","['website', 'mass_mailing']",True,False,addons/website_mass_mailing,__manifest__.py
website_sale_gift_card,Website Sale Gift Card,1.0,Third-Party,Website/Website,Unknown,Use gift card in eCommerce,Integrate gift card mechanism in your ecommerce.,"website_sale, sale_gift_card",False,True,False,addons/website_sale_gift_card,__manifest__.py
partner_autocomplete,Partner Autocomplete,1.1,Core,Hidden/Tools,Odoo SA,Auto-complete partner companies' data,"
       Auto-complete partner companies' data
    ",iap_mail,True,True,False,addons/partner_autocomplete,__manifest__.py
product_images,Product Images,1.0,Third-Party,Technical,Unknown,,"
Automatically set product images based on the barcode
=====================================================

This module integrates with the Google Custom Search API to set images on products based o",product,False,True,False,addons/product_images,__manifest__.py
sale_stock_margin,Sale Stock Margin,0.1,Third-Party,Sales/Sales,Unknown,,"Once the delivery is validated, update the cost on the SO to have an exact margin computation.","sale_stock, sale_margin",True,True,False,addons/sale_stock_margin,__manifest__.py
website_livechat,Website Live Chat,1.0,Third-Party,Hidden,Unknown,Chat with your website visitors,"
Allow website visitors to chat with the collaborators. This module also brings a feedback tool for the livechat and web pages to display your channel with its ratings on the website.
    ","website, im_livechat",True,True,False,addons/website_livechat,__manifest__.py
bus,IM Bus,1.0,Third-Party,Hidden,Unknown,,"Instant Messaging Bus allow you to send messages to users, in live.","base, web",False,True,False,addons/bus,__manifest__.py
mail_plugin,Mail Plugin,1.0,Third-Party,Sales/CRM,Unknown,Allows integration with mail plugins.,"Integrate Odoo with your mailbox, get information about contacts directly inside your mailbox, log content of emails as internal notes","web, contacts, iap",False,True,False,addons/mail_plugin,__manifest__.py
web_unsplash,Unsplash Image Library,1.1,Third-Party,Hidden,Unknown,Find free high-resolution images from Unsplash,Explore the free high-resolution image library of Unsplash.com and find images to use in Odoo. An Unsplash search bar is added to the image library modal.,"base_setup, web_editor",True,True,False,addons/web_unsplash,__manifest__.py
l10n_se,Sweden - Accounting,1.0,Core,Accounting/Localizations/Account Charts,"XCLUDE, Odoo SA",,"
Swedish Accounting
------------------

This is the base module to manage the accounting chart for Sweden in Odoo.
It also includes the invoice OCR payment reference handling.
    ","account, base_vat",False,True,False,addons/l10n_se,__manifest__.py
website_profile,Website profile,1.0,Third-Party,Hidden,Unknown,Access the website profile of the users,"Allows to access the website profile of the users and see their statistics (karma, badges, etc..)","website_partner, gamification",False,True,False,addons/website_profile,__manifest__.py
portal_rating,Portal Rating,1.0,Third-Party,Hidden,Unknown,,"
Bridge module adding rating capabilities on portal. It includes notably
inclusion of rating directly within the customer portal discuss widget.
        ","portal, rating",True,True,False,addons/portal_rating,__manifest__.py
website_sms,Send SMS to Visitor,1.0,Third-Party,Website/Website,Unknown,Allows to send sms to website visitor,Allows to send sms to website visitor if the visitor is linked to a partner.,"website, sms",True,True,False,addons/website_sms,__manifest__.py
analytic,Analytic Accounting,1.1,Third-Party,Accounting/Accounting,Unknown,,"
Module for defining analytic accounting object.
===============================================

In Odoo, analytic accounts are linked to general accounts but are treated
totally independently. So, y","base, mail, uom",False,True,False,addons/analytic,__manifest__.py
sale_coupon_delivery,Sale Coupon Delivery,1.0,Third-Party,Sales/Sales,Unknown,Allows to offer free shippings in coupon reward,Integrate coupon mechanism with shipping costs.,"sale_coupon, delivery",True,True,False,addons/sale_coupon_delivery,__manifest__.py
mrp_account,Accounting - MRP,1.0,Third-Party,Manufacturing/Manufacturing,Unknown,Analytic accounting in Manufacturing,"
Analytic Accounting in MRP
==========================

* Cost structure report

Also, allows to compute the cost of the product based on its BoM, using the costs of its components and work center ope","mrp, stock_account",True,True,False,addons/mrp_account,__manifest__.py
account_check_printing,Check Printing Base,1.0,Third-Party,Accounting/Accounting,Unknown,Check printing basic features,"
This module offers the basic functionalities to make payments by printing checks.
It must be used as a dependency for modules that provide country-specific check templates.
The check settings are loc",account,False,True,False,addons/account_check_printing,__manifest__.py
